claim_id,device_id,customer_id,model,days_since_install,days_to_warranty_expiry,claim_reason,true_scenario,is_fraud,claim_date,customer_prior_claims_count,customer_devices_owned,pct_of_warranty_elapsed,n_days_observed,telemetry_uptime_pct,telemetry_uptime_pct_recent14,max_consecutive_missing_days,temp_mean,temp_max,temp_std,pct_days_over_rated_temp,pressure_mean,pressure_max,pct_days_over_rated_pressure,vibration_mean,vibration_max,runtime_hours_mean,runtime_hours_mean_recent14,runtime_hours_mean_prior,pct_days_over_rated_duty,error_code_total,error_code_recent14,power_draw_mean,usage_spike_ratio_recent_vs_prior,rated_max_temp_c,rated_max_pressure_kpa,rated_duty_cycle_hrs_day,unit_price_usd
CLM-0002915,DEV-0002373,CUST-001811,AquaHeat SH-200,386,334,leak,normal_defect,0,2024-09-05,0,1,0.5361111111111111,90,1.0,1.0,0,48.55733333333333,55.73,2.101866906914428,0.0,417.2022222222222,480.4,0.0,1.1956666666666667,1.505,2.4177777777777782,2.570666666666667,2.3871999999999995,0.0,1.0,0.0,3.6151111111111107,1.0768543342269887,65,600,4,420
CLM-0003745,DEV-0003401,CUST-002590,AquaHeat SH-400 Pro,525,195,error_code_fault,normal_defect,0,2024-09-05,0,2,0.7291666666666666,90,1.0,1.0,0,56.07788888888889,67.2,2.082966496542336,0.0,525.6044444444445,591.5,0.0,1.200811111111111,1.503,3.695222222222222,3.772666666666667,3.6797333333333335,0.0,3.0,1.0,5.532444444444445,1.025255453293717,75,750,6,640
CLM-0000648,DEV-0001399,CUST-001061,AquaHeat SH-200,23,697,leak,normal_defect,0,2024-09-05,0,2,0.03194444444444444,24,1.0,1.0,0,48.185833333333335,54.88,1.7942054476580425,0.0,425.43749999999994,495.3,0.0,1.2233333333333334,1.452,2.3920833333333333,2.422,2.342222222222222,0.0,0.0,0.0,3.512083333333333,1.0340607210626187,65,600,4,420
CLM-0003159,DEV-0003897,CUST-002970,AquaHeat SH-Compact,370,350,inconsistent_temp,normal_defect,0,2024-09-05,0,3,0.5138888888888888,90,0.9777777777777777,1.0,1,45.187613636363636,55.02,2.052967571348197,0.0,384.66931818181814,448.0,0.0,1.2044772727272728,1.601,1.7459090909090909,1.8393333333333333,1.7267123287671233,0.0,1.0,0.0,2.649886363636364,1.065222795187095,60,550,3,310
CLM-0001504,DEV-0002189,CUST-001662,AquaHeat SH-Compact,706,14,no_heat,normal_defect,0,2024-09-05,0,1,0.9805555555555555,90,1.0,1.0,0,45.115111111111105,53.81,1.8370257131193548,0.0,387.3833333333333,446.3,0.0,1.1870333333333334,1.521,1.743,1.7033333333333336,1.7509333333333332,0.0,1.0,0.0,2.5813333333333333,0.9728144989339021,60,550,3,310
CLM-0001539,DEV-0002835,CUST-002168,AquaHeat SH-Compact,320,400,error_code_fault,normal_defect,0,2024-09-05,0,2,0.4444444444444444,90,0.9666666666666667,0.9333333333333333,1,45.465287356321845,52.79,1.7159530805373786,0.0,385.57126436781607,445.2,0.0,1.179425287356322,1.514,1.7267816091954018,1.542857142857143,1.7620547945205478,0.0,3.0,2.0,2.6548275862068964,0.8756011150475895,60,550,3,310
CLM-0003151,DEV-0001834,CUST-001385,AquaHeat SH-200,23,697,error_code_fault,normal_defect,0,2024-09-05,0,2,0.03194444444444444,24,1.0,1.0,0,48.498333333333335,55.62,2.0521604028049514,0.0,422.26666666666665,475.4,0.0,1.1763333333333332,1.463,2.217916666666667,2.142,2.344444444444444,0.0,0.0,0.0,3.328333333333333,0.9136492890995261,65,600,4,420
CLM-0003938,DEV-0003207,CUST-002456,AquaHeat SH-200,36,684,no_heat,pre_existing_damage,1,2024-09-05,0,2,0.05,37,1.0,1.0,0,57.079459459459464,67.39,4.223064281054922,0.02702702702702703,419.6081081081082,481.3,0.0,2.921972972972973,3.703,2.430540540540541,2.531333333333333,2.3618181818181814,0.0,15.0,5.0,3.630810810810811,1.0717731588401336,65,600,4,420
CLM-0003517,DEV-0000028,CUST-000021,AquaHeat SH-400 Pro,549,171,no_heat,normal_defect,0,2024-09-05,0,2,0.7625,90,0.9888888888888889,1.0,1,55.979438202247195,64.47,1.9958140054707236,0.0,524.8393258426966,587.3,0.0,1.2243483146067415,1.575,3.5166292134831463,3.5933333333333337,3.501081081081081,0.0,1.0,0.0,5.249662921348315,1.026349647470537,75,750,6,640
CLM-0001678,DEV-0003403,CUST-002591,AquaHeat SH-200,561,159,unusual_noise,normal_defect,0,2024-09-06,0,1,0.7791666666666667,90,1.0,1.0,0,48.65,57.42,1.9255946112153437,0.0,420.5999999999999,486.5,0.0,1.211811111111111,1.504,2.550333333333333,2.5026666666666673,2.5598666666666663,0.0,3.0,1.0,3.7873333333333337,0.9776550862024067,65,600,4,420
CLM-0000017,DEV-0001493,CUST-001129,AquaHeat SH-Compact,22,698,error_code_fault,normal_defect,0,2024-09-06,1,2,0.030555555555555555,23,1.0,1.0,0,45.03913043478259,52.68,2.329305228142032,0.0,382.5347826086956,443.8,0.0,1.1657826086956522,1.398,1.6060869565217388,1.492666666666667,1.81875,0.0,1.0,1.0,2.41,0.8207101947308134,60,550,3,310
CLM-0003439,DEV-0000191,CUST-000148,AquaHeat SH-400 Pro,152,568,leak,misuse_claimed_as_defect,1,2024-09-06,0,2,0.2111111111111111,90,1.0,1.0,0,77.148,87.29,2.146913750406707,0.8444444444444444,714.1288888888888,814.1,0.011111111111111112,1.7966666666666666,2.125,9.086333333333332,9.077333333333334,9.088133333333335,1.0,11.0,2.0,13.671,0.9988116371532106,75,750,6,640
CLM-0003812,DEV-0002330,CUST-001775,AquaHeat SH-200,632,88,unusual_noise,normal_defect,0,2024-09-06,0,1,0.8777777777777778,90,0.9555555555555556,0.9333333333333333,1,48.90058139534884,57.19,2.078900928319443,0.0,420.54186046511626,490.8,0.0,1.1899069767441863,1.626,2.358953488372093,2.257142857142857,2.37875,0.0,2.0,1.0,3.5370930232558138,0.9488777118834921,65,600,4,420
CLM-0000385,DEV-0003440,CUST-002621,AquaHeat SH-200,229,491,error_code_fault,normal_defect,0,2024-09-07,0,2,0.31805555555555554,90,1.0,1.0,0,48.87944444444444,56.75,2.0764275506945564,0.0,424.7122222222222,484.8,0.0,1.2244111111111111,1.664,2.4055555555555554,2.3939999999999997,2.407866666666666,0.0,2.0,0.0,3.5819999999999994,0.9942410986211861,65,600,4,420
CLM-0003697,DEV-0002340,CUST-001782,AquaHeat SH-400 Pro,524,196,other,normal_defect,0,2024-09-07,0,1,0.7277777777777777,90,1.0,1.0,0,55.64144444444445,63.4,2.1769443387882643,0.0,526.8811111111112,597.9,0.0,1.1826555555555556,1.506,3.575,3.528666666666667,3.5842666666666667,0.0,2.0,1.0,5.408,0.9844877613272823,75,750,6,640
CLM-0001773,DEV-0001351,CUST-001027,AquaHeat SH-400 Pro,487,233,no_heat,normal_defect,0,2024-09-07,0,1,0.6763888888888889,90,1.0,1.0,0,56.687222222222225,64.37,1.8843858879702753,0.0,526.2744444444444,597.6,0.0,1.1928444444444444,1.59,3.5983333333333336,3.5439999999999996,3.609199999999999,0.0,0.0,0.0,5.381555555555556,0.9819350548598028,75,750,6,640
CLM-0003694,DEV-0000383,CUST-000293,AquaHeat SH-Compact,270,450,no_heat,normal_defect,0,2024-09-07,0,1,0.375,90,0.9888888888888889,0.9333333333333333,1,44.72876404494382,51.91,1.880211436505286,0.0,386.2056179775281,457.3,0.0,1.1697191011235955,1.485,1.7741573033707865,1.8685714285714285,1.7565333333333335,0.0,0.0,0.0,2.6380898876404495,1.0637836431065517,60,550,3,310
CLM-0000338,DEV-0002363,CUST-001802,AquaHeat SH-200,618,102,inconsistent_temp,normal_defect,1,2024-09-07,0,2,0.8583333333333333,90,0.9888888888888889,1.0,1,48.87393258426967,56.48,1.8958265275800423,0.0,419.41235955056186,508.8,0.0,1.2039662921348315,1.564,2.4699999999999998,2.4513333333333334,2.4737837837837837,0.0,2.0,0.0,3.6846067415730337,0.9909246512982993,65,600,4,420
CLM-0002711,DEV-0001457,CUST-001102,AquaHeat SH-200,322,398,error_code_fault,tamper_before_failure,0,2024-09-07,0,3,0.44722222222222224,90,0.9222222222222223,0.6666666666666666,4,48.83915662650603,73.66,3.964203301627249,0.022222222222222223,419.2927710843374,491.9,0.0,1.229289156626506,2.215,2.4595180722891565,2.95,2.3923287671232876,0.022222222222222223,1.0,0.0,3.559638554216867,1.2331081081081083,65,600,4,420
CLM-0003443,DEV-0003298,CUST-002522,AquaHeat SH-Compact,523,197,no_heat,normal_defect,0,2024-09-07,0,1,0.7263888888888889,90,0.9888888888888889,1.0,1,44.94449438202247,54.61,2.3679296726522883,0.0,384.46853932584264,461.7,0.0,1.1742921348314608,1.579,1.8552808988764045,1.88,1.8502702702702705,0.0,0.0,0.0,2.7328089887640448,1.016067776803973,60,550,3,310
CLM-0000216,DEV-0000132,CUST-000102,AquaHeat SH-200,543,177,error_code_fault,normal_defect,0,2024-09-07,0,1,0.7541666666666667,90,0.9777777777777777,0.9333333333333333,1,48.95920454545453,57.7,1.8936574242557367,0.0,418.109090909091,489.8,0.0,1.1877727272727272,1.492,2.3889772727272724,2.44,2.3793243243243243,0.0,4.0,0.0,3.5887500000000006,1.0255012211052423,65,600,4,420
CLM-0000976,DEV-0002449,CUST-001872,AquaHeat SH-Compact,687,33,unusual_noise,normal_defect,0,2024-09-07,0,1,0.9541666666666667,90,0.9777777777777777,1.0,1,45.118863636363635,54.92,2.0758404650559337,0.0,383.825,449.0,0.0,1.1963181818181816,1.725,1.7630681818181815,1.6786666666666672,1.7804109589041095,0.0,3.0,0.0,2.6725,0.9428534790079766,60,550,3,310
CLM-0003487,DEV-0003631,CUST-002771,AquaHeat SH-Commercial X,566,154,error_code_fault,normal_defect,0,2024-09-08,0,1,0.7861111111111111,90,0.9888888888888889,1.0,1,59.62595505617978,68.75,2.1135158768255002,0.0,629.5898876404494,714.8,0.0,1.2228876404494382,1.634,5.994494382022472,5.979333333333333,5.997567567567568,0.0,3.0,0.0,8.949213483146067,0.9969597284184277,80,900,10,980
CLM-0000570,DEV-0003952,CUST-003013,AquaHeat SH-Commercial X,213,507,inconsistent_temp,normal_defect,0,2024-09-08,0,1,0.29583333333333334,90,1.0,1.0,0,59.89777777777779,67.38,2.124561436715123,0.0,631.4599999999999,712.8,0.0,1.2498111111111112,1.61,6.01588888888889,6.054666666666668,6.008133333333333,0.0,1.0,0.0,9.047777777777778,1.0077450567009167,80,900,10,980
CLM-0002892,DEV-0002058,CUST-001559,AquaHeat SH-200,329,391,other,normal_defect,0,2024-09-08,0,2,0.45694444444444443,90,0.9888888888888889,1.0,1,48.60359550561797,56.5,1.8113168534566049,0.0,421.1224719101124,501.6,0.0,1.1859550561797751,1.542,2.4123595505617974,2.312666666666667,2.4325675675675678,0.0,0.0,0.0,3.582808988764045,0.9507101457326445,65,600,4,420
CLM-0003350,DEV-0000217,CUST-000172,AquaHeat SH-200,369,351,error_code_fault,normal_defect,0,2024-09-08,0,2,0.5125,90,0.9444444444444444,1.0,1,48.439647058823525,56.25,2.268251606444941,0.0,422.53882352941173,479.5,0.0,1.190505882352941,1.6,2.4274117647058824,2.4733333333333336,2.417571428571429,0.0,0.0,0.0,3.6118823529411763,1.0230652563572258,65,600,4,420
CLM-0002393,DEV-0003643,CUST-002778,AquaHeat SH-400 Pro,572,148,leak,normal_defect,0,2024-09-08,0,1,0.7944444444444444,90,0.9666666666666667,0.9333333333333333,1,56.42643678160919,63.03,1.7727897978803329,0.0,527.051724137931,600.4,0.0,1.2165402298850574,1.557,3.601724137931034,3.483571428571428,3.6243835616438353,0.0,2.0,0.0,5.364022988505747,0.9611486668898416,75,750,6,640
CLM-0003480,DEV-0003952,CUST-003013,AquaHeat SH-Commercial X,524,196,unusual_noise,normal_defect,0,2024-09-09,1,1,0.7277777777777777,90,0.9555555555555556,1.0,1,60.06139534883721,72.11,2.2747985885196633,0.0,630.9476744186047,693.6,0.0,1.2110348837209302,1.635,6.005348837209302,5.967333333333333,6.01338028169014,0.0,0.0,0.0,9.036046511627905,0.9923425850021471,80,900,10,980
CLM-0003554,DEV-0000086,CUST-000067,AquaHeat SH-400 Pro,166,554,unusual_noise,normal_defect,0,2024-09-09,0,2,0.23055555555555557,90,0.9777777777777777,1.0,1,55.80193181818183,64.27,2.0562513923159433,0.0,523.3659090909092,589.1,0.0,1.1869886363636366,1.563,3.6480681818181817,3.6000000000000005,3.657945205479452,0.0,3.0,1.0,5.483863636363636,0.9841590832490733,75,750,6,640
CLM-0003663,DEV-0002040,CUST-001545,AquaHeat SH-Commercial X,283,437,other,normal_defect,0,2024-09-09,0,1,0.39305555555555555,90,0.9888888888888889,1.0,1,59.82213483146067,68.43,1.976579616816356,0.0,628.976404494382,699.7,0.0,1.2189662921348314,1.597,6.053033707865169,6.106,6.0422972972972975,0.0,0.0,0.0,9.070112359550562,1.0105427951602441,80,900,10,980
CLM-0003642,DEV-0003473,CUST-002647,AquaHeat SH-Compact,389,331,inconsistent_temp,normal_defect,0,2024-09-10,0,1,0.5402777777777777,90,0.9666666666666667,1.0,1,45.23425287356322,53.36,1.7551317661949952,0.0,385.4011494252874,447.0,0.0,1.2225977011494253,1.569,1.8010344827586209,1.9273333333333333,1.7747222222222223,0.0,4.0,0.0,2.6986206896551725,1.0859915479730786,60,550,3,310
CLM-0001155,DEV-0002738,CUST-002096,AquaHeat SH-Compact,708,12,error_code_fault,timing_gaming,0,2024-09-10,0,3,0.9833333333333333,90,0.9888888888888889,1.0,1,45.90011235955056,65.78,3.485474564787028,0.022222222222222223,384.26404494382024,462.4,0.0,1.1982022471910112,1.527,1.921685393258427,2.4840000000000004,1.8077027027027028,0.05555555555555555,2.0,1.0,2.64247191011236,1.3741197577932274,60,550,3,310
CLM-0003815,DEV-0002473,CUST-001891,AquaHeat SH-Compact,660,60,inconsistent_temp,normal_defect,0,2024-09-10,0,2,0.9166666666666666,90,0.9888888888888889,0.9333333333333333,1,44.75775280898876,52.35,1.903479918948085,0.0,385.5011235955056,445.4,0.0,1.1732696629213482,1.453,1.7634831460674152,1.8292857142857142,1.7511999999999996,0.0,2.0,0.0,2.6356179775280903,1.0445898322782747,60,550,3,310
CLM-0001123,DEV-0003622,CUST-002764,AquaHeat SH-200,354,366,no_heat,normal_defect,0,2024-09-10,0,1,0.49166666666666664,90,0.9888888888888889,1.0,1,48.82404494382022,56.79,1.7391029029496812,0.0,419.3820224719101,478.0,0.0,1.217865168539326,1.475,2.3808988764044945,2.4580000000000006,2.3652702702702704,0.0,3.0,1.0,3.558651685393259,1.0392047077643836,65,600,4,420
CLM-0000724,DEV-0001846,CUST-001394,AquaHeat SH-200,707,13,inconsistent_temp,normal_defect,0,2024-09-10,0,1,0.9819444444444444,90,0.9777777777777777,1.0,1,48.66431818181818,56.13,1.7616755317611275,0.0,421.68863636363636,484.9,0.0,1.18675,1.511,2.4272727272727272,2.5300000000000002,2.4061643835616437,0.0,0.0,0.0,3.6028409090909097,1.0514659834898947,65,600,4,420
CLM-0000120,DEV-0001611,CUST-001216,AquaHeat SH-Commercial X,436,284,no_heat,normal_defect,0,2024-09-10,0,1,0.6055555555555555,90,1.0,1.0,0,60.00811111111112,69.41,2.000640287645261,0.0,632.3377777777778,708.7,0.0,1.1918444444444445,1.57,6.028666666666667,5.964666666666668,6.0414666666666665,0.0,2.0,0.0,9.066555555555555,0.9872878550462363,80,900,10,980
CLM-0003334,DEV-0001274,CUST-000970,AquaHeat SH-400 Pro,704,16,leak,normal_defect,0,2024-09-10,0,3,0.9777777777777777,90,0.9777777777777777,0.9333333333333333,1,56.54579545454545,65.2,1.9846900922506643,0.0,526.6340909090909,595.4,0.0,1.1807045454545455,1.545,3.610568181818182,3.5185714285714282,3.6279729729729735,0.0,2.0,1.0,5.39125,0.9698449946522355,75,750,6,640
CLM-0000283,DEV-0003480,CUST-002651,AquaHeat SH-200,21,699,no_heat,normal_defect,0,2024-09-10,0,2,0.029166666666666667,22,0.9545454545454546,0.9333333333333333,1,48.397619047619045,54.63,1.8891000628921297,0.0,419.28095238095244,477.8,0.0,1.215904761904762,1.434,2.341428571428571,2.2378571428571434,2.548571428571428,0.0,1.0,0.0,3.508095238095238,0.878082959641256,65,600,4,420
CLM-0003889,DEV-0001371,CUST-001041,AquaHeat SH-200,402,318,unusual_noise,normal_defect,0,2024-09-10,0,2,0.5583333333333333,90,0.9888888888888889,1.0,1,48.73393258426966,56.97,1.8659001105836828,0.0,419.4584269662921,477.5,0.0,1.2106966292134833,1.509,2.414157303370786,2.518666666666667,2.3929729729729723,0.0,2.0,0.0,3.559550561797752,1.0525261651984041,65,600,4,420
CLM-0002791,DEV-0002348,CUST-001789,AquaHeat SH-200,430,290,leak,normal_defect,0,2024-09-10,0,1,0.5972222222222222,90,0.9777777777777777,0.9333333333333333,1,48.615340909090904,56.66,2.1430475393719948,0.0,416.45113636363635,478.7,0.0,1.1910909090909092,1.563,2.441022727272727,2.677857142857143,2.3962162162162164,0.0,1.0,0.0,3.626022727272727,1.1175356901163351,65,600,4,420
CLM-0002675,DEV-0002607,CUST-001995,AquaHeat SH-Compact,46,674,inconsistent_temp,normal_defect,1,2024-09-11,0,3,0.06388888888888888,47,0.9787234042553191,1.0,1,44.895434782608696,52.65,2.3896951981574173,0.0,383.27608695652174,441.7,0.0,1.1766739130434782,1.518,1.9402173913043474,2.1666666666666665,1.8306451612903225,0.0,0.0,0.0,2.858913043478261,1.1835535976505138,60,550,3,310
CLM-0002163,DEV-0003080,CUST-002351,AquaHeat SH-200,77,643,unusual_noise,normal_defect,0,2024-09-11,0,1,0.10694444444444444,78,0.9871794871794872,1.0,1,48.64727272727273,56.49,2.0446886498049404,0.0,414.9298701298702,491.3,0.0,1.2377662337662338,1.577,2.453636363636363,2.479333333333334,2.44741935483871,0.0,4.0,2.0,3.7045454545454537,1.0130398488642856,65,600,4,420
CLM-0000865,DEV-0004109,CUST-003133,AquaHeat SH-200,96,624,leak,normal_defect,0,2024-09-11,0,1,0.13333333333333333,90,0.9888888888888889,1.0,1,49.19101123595506,55.75,1.8580990071379038,0.0,420.68089887640446,488.8,0.0,1.1945842696629214,1.684,2.41314606741573,2.3986666666666663,2.416081081081081,0.0,0.0,0.0,3.6257303370786516,0.9927922889050467,65,600,4,420
CLM-0001044,DEV-0001314,CUST-000997,AquaHeat SH-200,501,219,error_code_fault,normal_defect,0,2024-09-11,0,2,0.6958333333333333,90,0.9888888888888889,0.9333333333333333,1,49.05382022471911,57.22,1.9398210470521018,0.0,420.25168539325847,477.0,0.0,1.2099550561797754,1.616,2.400561797752809,2.3635714285714284,2.4074666666666666,0.0,1.0,0.0,3.6244943820224718,0.9817670422178618,65,600,4,420
CLM-0000199,DEV-0000431,CUST-000327,AquaHeat SH-400 Pro,539,181,leak,normal_defect,0,2024-09-11,0,1,0.7486111111111111,90,0.9888888888888889,1.0,1,56.57044943820224,65.11,2.11782259006335,0.0,523.3887640449439,590.4,0.0,1.1917303370786518,1.526,3.60561797752809,3.562,3.61445945945946,0.0,2.0,2.0,5.409101123595506,0.9854862227539536,75,750,6,640
CLM-0003867,DEV-0002323,CUST-001769,AquaHeat SH-Compact,340,380,no_heat,normal_defect,0,2024-09-12,0,1,0.4722222222222222,90,0.9888888888888889,1.0,1,45.40337078651685,53.29,1.7531938023739215,0.0,384.07415730337067,450.5,0.0,1.2081123595505616,1.57,1.8095505617977532,1.7280000000000004,1.826081081081081,0.0,1.0,0.0,2.668314606741573,0.9462887589728413,60,550,3,310
CLM-0000694,DEV-0003015,CUST-002301,AquaHeat SH-200,73,647,leak,normal_defect,0,2024-09-12,0,1,0.10138888888888889,74,0.972972972972973,1.0,1,48.749722222222225,58.95,2.0775161037136054,0.0,417.4875,481.5,0.0,1.231513888888889,1.78,2.294027777777778,2.2846666666666664,2.2964912280701757,0.0,0.0,0.0,3.4594444444444448,0.9948510313216193,65,600,4,420
CLM-0003606,DEV-0000427,CUST-000323,AquaHeat SH-400 Pro,554,166,other,normal_defect,1,2024-09-12,0,1,0.7694444444444445,90,0.9888888888888889,1.0,1,56.03426966292136,63.78,2.0729600529197425,0.0,526.4977528089888,589.5,0.0,1.2065393258426966,1.58,3.5944943820224724,3.6486666666666663,3.583513513513513,0.0,2.0,0.0,5.427752808988763,1.0181813610880661,75,750,6,640
CLM-0001232,DEV-0001090,CUST-000827,AquaHeat SH-400 Pro,336,384,inconsistent_temp,normal_defect,0,2024-09-12,0,1,0.4666666666666667,90,0.9666666666666667,1.0,2,55.98310344827587,65.6,2.0616449237197947,0.0,523.2919540229885,583.3,0.0,1.1891609195402297,1.55,3.593218390804598,3.5513333333333335,3.601944444444445,0.0,1.0,0.0,5.458275862068966,0.9859489473278321,75,750,6,640
CLM-0002623,DEV-0003899,CUST-002970,AquaHeat SH-Commercial X,101,619,inconsistent_temp,normal_defect,0,2024-09-12,1,3,0.14027777777777778,90,1.0,1.0,0,60.1188888888889,69.36,2.068797862106682,0.0,632.6088888888888,700.0,0.0,1.1939222222222223,1.559,5.985555555555556,5.845333333333334,6.0136,0.0,1.0,0.0,9.007333333333333,0.9720189792026962,80,900,10,980
CLM-0000195,DEV-0000477,CUST-000362,AquaHeat SH-400 Pro,715,5,leak,normal_defect,0,2024-09-12,0,2,0.9930555555555556,90,1.0,1.0,0,56.092333333333315,64.51,2.0072117448749753,0.0,522.5466666666666,587.6,0.0,1.1894222222222222,1.526,3.522666666666667,3.5759999999999996,3.5120000000000005,0.0,2.0,0.0,5.304222222222222,1.0182232346241455,75,750,6,640
CLM-0003391,DEV-0001649,CUST-001249,AquaHeat SH-200,631,89,inconsistent_temp,normal_defect,0,2024-09-12,0,1,0.8763888888888889,90,0.9666666666666667,1.0,1,48.77551724137931,56.94,1.816202759030109,0.0,420.5758620689655,491.6,0.0,1.197390804597701,1.552,2.4310344827586206,2.3553333333333333,2.4468055555555552,0.0,2.0,0.0,3.641724137931035,0.9626156553329172,65,600,4,420
CLM-0003754,DEV-0002639,CUST-002021,AquaHeat SH-400 Pro,710,10,inconsistent_temp,normal_defect,0,2024-09-12,0,1,0.9861111111111112,90,0.9888888888888889,1.0,1,56.42606741573034,64.24,1.9796393254933673,0.0,525.4191011235956,592.8,0.0,1.1818089887640448,1.546,3.6004494382022476,3.56,3.608648648648649,0.0,3.0,0.0,5.400112359550561,0.9865188735769921,75,750,6,640
CLM-0003948,DEV-0001413,CUST-001070,AquaHeat SH-Commercial X,549,171,unusual_noise,normal_defect,0,2024-09-12,0,3,0.7625,90,0.9666666666666667,0.9333333333333333,1,59.685057471264365,69.68,2.221838162927274,0.0,630.8793103448277,692.5,0.0,1.1701724137931035,1.511,5.962528735632184,5.905714285714285,5.973424657534246,0.0,0.0,0.0,8.968735632183908,0.988664731590017,80,900,10,980
